"No.","Time","Source","Destination","Protocol","Length","Info"
"57","3.146640","fe80::423:3956:e3c5:5411","ff02::1:ff9d:d0e1","ICMPv6","86","Neighbor Solicitation for fe80::843a:ae68:209d:d0e1 from 00:14:d1:1e:c2:4e"
"58","3.185020","fe80::5034:59dc:7b1d:2e8c","ff02::1:ff9d:d0e1","ICMPv6","86","Neighbor Solicitation for fe80::843a:ae68:209d:d0e1 from 50:e5:49:eb:48:7e"
"59","3.562638","fe80::5034:59dc:7b1d:2e8c","fe80::423:3956:e3c5:5411","pnrp","248","PNRP LOOKUP Message "
"60","3.563227","fe80::423:3956:e3c5:5411","fe80::5034:59dc:7b1d:2e8c","pnrp","96","PNRP AUTHORITY Message "
"61","3.566069","fe80::5034:59dc:7b1d:2e8c","fe80::423:3956:e3c5:5411","pnrp","248","PNRP LOOKUP Message "
"62","3.566369","fe80::423:3956:e3c5:5411","fe80::5034:59dc:7b1d:2e8c","pnrp","96","PNRP AUTHORITY Message "
"63","3.566509","fe80::5034:59dc:7b1d:2e8c","fe80::423:3956:e3c5:5411","pnrp","248","PNRP LOOKUP Message "
"64","3.566793","fe80::423:3956:e3c5:5411","fe80::5034:59dc:7b1d:2e8c","pnrp","96","PNRP AUTHORITY Message "
"65","3.566919","fe80::5034:59dc:7b1d:2e8c","fe80::423:3956:e3c5:5411","pnrp","248","PNRP LOOKUP Message "
"66","3.567204","fe80::423:3956:e3c5:5411","fe80::5034:59dc:7b1d:2e8c","pnrp","96","PNRP AUTHORITY Message "
"67","3.997011","192.168.1.108","45.56.79.127","TCP","66","[TCP Retransmission] 57144 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"68","3.997011","192.168.1.108","45.56.79.127","TCP","66","[TCP Retransmission] 57145 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"69","4.145151","fe80::423:3956:e3c5:5411","ff02::1:ff9d:d0e1","ICMPv6","86","Neighbor Solicitation for fe80::843a:ae68:209d:d0e1 from 00:14:d1:1e:c2:4e"
"70","4.456327","fe80::5034:59dc:7b1d:2e8c","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"71","4.537269","fe80::5034:59dc:7b1d:2e8c","fe80::423:3956:e3c5:5411","SSDP","456","HTTP/1.1 200 OK "
"72","4.571774","192.168.1.181","192.168.1.108","TCP","74","59362 > 2869 [SYN] Seq=0 Win=14600 Len=0 MSS=1460 SACK_PERM=1 TSval=354374917 TSecr=0 WS=2"
"73","4.572001","192.168.1.108","192.168.1.181","TCP","74","2869 > 59362 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=854658 TSecr=354374917"
"74","4.573765","192.168.1.181","192.168.1.108","TCP","66","59362 > 2869 [ACK] Seq=1 Ack=1 Win=14600 Len=0 TSval=354374917 TSecr=854658"
"75","4.589351","192.168.1.181","192.168.1.108","TCP","1514","[TCP segment of a reassembled PDU]"
"76","4.590398","192.168.1.181","192.168.1.108","HTTP/XML","309","NOTIFY /upnp/eventing/ipooptopyk HTTP/1.1 "
"77","4.590478","192.168.1.108","192.168.1.181","TCP","66","2869 > 59362 [ACK] Seq=1 Ack=1692 Win=66560 Len=0 TSval=854660 TSecr=354374919"
"78","4.590603","192.168.1.108","192.168.1.181","HTTP","191","HTTP/1.1 200 OK "
"79","4.593032","192.168.1.181","192.168.1.108","TCP","66","59362 > 2869 [ACK] Seq=1692 Ack=126 Win=14600 Len=0 TSval=354374919 TSecr=854660"
"80","4.593090","192.168.1.108","192.168.1.181","TCP","66","2869 > 59362 [FIN, ACK] Seq=126 Ack=1692 Win=66560 Len=0 TSval=854660 TSecr=354374919"
"81","4.596972","192.168.1.181","192.168.1.108","TCP","66","59362 > 2869 [FIN, ACK] Seq=1692 Ack=127 Win=14600 Len=0 TSval=354374919 TSecr=854660"
"82","4.597028","192.168.1.108","192.168.1.181","TCP","66","2869 > 59362 [ACK] Seq=127 Ack=1693 Win=66560 Len=0 TSval=854661 TSecr=354374919"
"83","4.640975","192.168.1.181","192.168.1.108","TCP","74","59363 > 2869 [SYN] Seq=0 Win=14600 Len=0 MSS=1460 SACK_PERM=1 TSval=354374924 TSecr=0 WS=2"
"84","4.641214","192.168.1.108","192.168.1.181","TCP","74","2869 > 59363 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=854665 TSecr=354374924"
"85","4.642957","192.168.1.181","192.168.1.108","TCP","66","59363 > 2869 [ACK] Seq=1 Ack=1 Win=14600 Len=0 TSval=354374924 TSecr=854665"
"86","4.646848","192.168.1.181","192.168.1.108","TCP","1514","[TCP segment of a reassembled PDU]"
"87","4.650276","192.168.1.181","192.168.1.108","HTTP/XML","309","NOTIFY /upnp/eventing/ljafbkswid HTTP/1.1 "
"88","4.650337","192.168.1.108","192.168.1.181","TCP","66","2869 > 59363 [ACK] Seq=1 Ack=1692 Win=66560 Len=0 TSval=854666 TSecr=354374924"
"89","4.650475","192.168.1.108","192.168.1.181","HTTP","191","HTTP/1.1 200 OK "
"90","4.652937","192.168.1.181","192.168.1.108","TCP","66","59363 > 2869 [ACK] Seq=1692 Ack=126 Win=14600 Len=0 TSval=354374925 TSecr=854666"
"91","4.652986","192.168.1.108","192.168.1.181","TCP","66","2869 > 59363 [FIN, ACK] Seq=126 Ack=1692 Win=66560 Len=0 TSval=854666 TSecr=354374925"
"92","4.656926","192.168.1.181","192.168.1.108","TCP","66","59363 > 2869 [FIN, ACK] Seq=1692 Ack=127 Win=14600 Len=0 TSval=354374925 TSecr=854666"
"93","4.656977","192.168.1.108","192.168.1.181","TCP","66","2869 > 59363 [ACK] Seq=127 Ack=1693 Win=66560 Len=0 TSval=854667 TSecr=354374925"
"94","4.720991","192.168.1.181","192.168.1.108","TCP","74","59364 > 2869 [SYN] Seq=0 Win=14600 Len=0 MSS=1460 SACK_PERM=1 TSval=354374932 TSecr=0 WS=2"
"95","4.721215","192.168.1.108","192.168.1.181","TCP","74","2869 > 59364 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=854673 TSecr=354374932"
"96","4.722963","192.168.1.181","192.168.1.108","TCP","66","59364 > 2869 [ACK] Seq=1 Ack=1 Win=14600 Len=0 TSval=354374932 TSecr=854673"
"97","4.726889","192.168.1.181","192.168.1.108","TCP","1514","[TCP segment of a reassembled PDU]"
"98","4.740689","192.168.1.181","192.168.1.108","TCP","74","59365 > 2869 [SYN] Seq=0 Win=14600 Len=0 MSS=1460 SACK_PERM=1 TSval=354374934 TSecr=0 WS=2"
"99","4.740814","192.168.1.108","192.168.1.181","TCP","74","2869 > 59365 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=854675 TSecr=354374934"
"100","4.742553","192.168.1.181","192.168.1.108","TCP","66","59365 > 2869 [ACK] Seq=1 Ack=1 Win=14600 Len=0 TSval=354374934 TSecr=854675"
"101","4.746521","192.168.1.181","192.168.1.108","TCP","1514","[TCP segment of a reassembled PDU]"
"102","4.768318","192.168.1.181","192.168.1.108","HTTP/XML","309","NOTIFY /upnp/eventing/flviknqdow HTTP/1.1 "
"103","4.768391","192.168.1.108","192.168.1.181","TCP","66","2869 > 59364 [ACK] Seq=1 Ack=1692 Win=66560 Len=0 TSval=854678 TSecr=354374932"
"104","4.768616","192.168.1.108","192.168.1.181","HTTP","191","HTTP/1.1 200 OK "
"105","4.770899","192.168.1.181","192.168.1.108","TCP","66","59364 > 2869 [ACK] Seq=1692 Ack=126 Win=14600 Len=0 TSval=354374937 TSecr=854678"
"106","4.770953","192.168.1.108","192.168.1.181","TCP","66","2869 > 59364 [FIN, ACK] Seq=126 Ack=1692 Win=66560 Len=0 TSval=854678 TSecr=354374937"
"107","4.774963","192.168.1.181","192.168.1.108","TCP","66","59364 > 2869 [FIN, ACK] Seq=1692 Ack=127 Win=14600 Len=0 TSval=354374937 TSecr=854678"
"108","4.775012","192.168.1.108","192.168.1.181","TCP","66","2869 > 59364 [ACK] Seq=127 Ack=1693 Win=66560 Len=0 TSval=854678 TSecr=354374937"
"109","4.778883","192.168.1.181","192.168.1.108","HTTP/XML","309","NOTIFY /upnp/eventing/gthfbhpsji HTTP/1.1 "
"110","4.778949","192.168.1.108","192.168.1.181","TCP","66","2869 > 59365 [ACK] Seq=1 Ack=1692 Win=66560 Len=0 TSval=854679 TSecr=354374934"
"111","4.779091","192.168.1.108","192.168.1.181","HTTP","191","HTTP/1.1 200 OK "
"112","4.781551","192.168.1.181","192.168.1.108","TCP","66","59365 > 2869 [ACK] Seq=1692 Ack=126 Win=14600 Len=0 TSval=354374938 TSecr=854679"
"113","4.781597","192.168.1.108","192.168.1.181","TCP","66","2869 > 59365 [FIN, ACK] Seq=126 Ack=1692 Win=66560 Len=0 TSval=854679 TSecr=354374938"
"114","4.785654","192.168.1.181","192.168.1.108","TCP","66","59365 > 2869 [FIN, ACK] Seq=1692 Ack=127 Win=14600 Len=0 TSval=354374938 TSecr=854679"
"115","4.785705","192.168.1.108","192.168.1.181","TCP","66","2869 > 59365 [ACK] Seq=127 Ack=1693 Win=66560 Len=0 TSval=854679 TSecr=354374938"
"116","4.789515","192.168.1.181","192.168.1.108","TCP","74","59366 > 2869 [SYN] Seq=0 Win=14600 Len=0 MSS=1460 SACK_PERM=1 TSval=354374939 TSecr=0 WS=2"
"117","4.789727","192.168.1.108","192.168.1.181","TCP","74","2869 > 59366 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=854680 TSecr=354374939"
"118","4.791450","192.168.1.181","192.168.1.108","TCP","66","59366 > 2869 [ACK] Seq=1 Ack=1 Win=14600 Len=0 TSval=354374939 TSecr=854680"
"119","4.795333","192.168.1.181","192.168.1.108","TCP","1514","[TCP segment of a reassembled PDU]"
"120","4.796368","192.168.1.181","192.168.1.108","HTTP/XML","308","NOTIFY /upnp/eventing/iflubpdnqe HTTP/1.1 "
"121","4.796387","192.168.1.108","192.168.1.181","TCP","66","2869 > 59366 [ACK] Seq=1 Ack=1691 Win=66560 Len=0 TSval=854680 TSecr=354374939"
"122","4.796437","192.168.1.108","192.168.1.181","HTTP","191","HTTP/1.1 200 OK "
"123","4.799070","192.168.1.181","192.168.1.108","TCP","66","59366 > 2869 [ACK] Seq=1691 Ack=126 Win=14600 Len=0 TSval=354374940 TSecr=854680"
"124","4.799117","192.168.1.108","192.168.1.181","TCP","66","2869 > 59366 [FIN, ACK] Seq=126 Ack=1691 Win=66560 Len=0 TSval=854681 TSecr=354374940"
"125","4.803617","192.168.1.108","255.255.255.255","DB-LSP-DISC","157","Dropbox LAN sync Discovery Protocol"
"126","4.804280","192.168.1.108","192.168.1.255","DB-LSP-DISC","157","Dropbox LAN sync Discovery Protocol"
"127","4.812143","192.168.1.181","192.168.1.108","TCP","66","59366 > 2869 [FIN, ACK] Seq=1691 Ack=127 Win=14600 Len=0 TSval=354374941 TSecr=854681"
"128","4.812176","192.168.1.108","192.168.1.181","TCP","66","2869 > 59366 [ACK] Seq=127 Ack=1692 Win=66560 Len=0 TSval=854682 TSecr=354374941"
"129","4.827088","192.168.1.181","192.168.1.108","TCP","74","59367 > 2869 [SYN] Seq=0 Win=14600 Len=0 MSS=1460 SACK_PERM=1 TSval=354374942 TSecr=0 WS=2"
"130","4.827236","192.168.1.108","192.168.1.181","TCP","74","2869 > 59367 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=854684 TSecr=354374942"
"131","4.829022","192.168.1.181","192.168.1.108","TCP","66","59367 > 2869 [ACK] Seq=1 Ack=1 Win=14600 Len=0 TSval=354374943 TSecr=854684"
"132","4.833349","192.168.1.181","192.168.1.108","TCP","74","59368 > 2869 [SYN] Seq=0 Win=14600 Len=0 MSS=1460 SACK_PERM=1 TSval=354374943 TSecr=0 WS=2"
"133","4.833399","192.168.1.108","192.168.1.181","TCP","74","2869 > 59368 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=854684 TSecr=354374943"
"134","4.835142","192.168.1.181","192.168.1.108","TCP","66","59368 > 2869 [ACK] Seq=1 Ack=1 Win=14600 Len=0 TSval=354374943 TSecr=854684"
"135","4.849423","192.168.1.181","192.168.1.108","TCP","74","59369 > 2869 [SYN] Seq=0 Win=14600 Len=0 MSS=1460 SACK_PERM=1 TSval=354374945 TSecr=0 WS=2"
"136","4.849560","192.168.1.108","192.168.1.181","TCP","74","2869 > 59369 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=854686 TSecr=354374945"
"137","4.851307","192.168.1.181","192.168.1.108","TCP","66","59369 > 2869 [ACK] Seq=1 Ack=1 Win=14600 Len=0 TSval=354374945 TSecr=854686"
"138","4.855350","192.168.1.181","192.168.1.108","TCP","1514","[TCP segment of a reassembled PDU]"
"139","4.856399","192.168.1.181","192.168.1.108","HTTP/XML","307","NOTIFY /upnp/eventing/ncizuaprez HTTP/1.1 "
"140","4.856482","192.168.1.108","192.168.1.181","TCP","66","2869 > 59369 [ACK] Seq=1 Ack=1690 Win=66560 Len=0 TSval=854686 TSecr=354374945"
"141","4.856590","192.168.1.108","192.168.1.181","HTTP","191","HTTP/1.1 200 OK "
"142","4.859197","192.168.1.181","192.168.1.108","TCP","66","59369 > 2869 [ACK] Seq=1690 Ack=126 Win=14600 Len=0 TSval=354374946 TSecr=854686"
"143","4.859229","192.168.1.108","192.168.1.181","TCP","66","2869 > 59369 [FIN, ACK] Seq=126 Ack=1690 Win=66560 Len=0 TSval=854687 TSecr=354374946"
"144","4.863522","192.168.1.181","192.168.1.108","TCP","1514","[TCP segment of a reassembled PDU]"
"145","4.864575","192.168.1.181","192.168.1.108","HTTP/XML","309","NOTIFY /upnp/eventing/ljafbkswid HTTP/1.1 "
"146","4.864595","192.168.1.108","192.168.1.181","TCP","66","2869 > 59368 [ACK] Seq=1 Ack=1692 Win=66560 Len=0 TSval=854687 TSecr=354374946"
"147","4.864644","192.168.1.108","192.168.1.181","HTTP","191","HTTP/1.1 200 OK "
"148","4.867336","192.168.1.181","192.168.1.108","TCP","66","59368 > 2869 [ACK] Seq=1692 Ack=126 Win=14600 Len=0 TSval=354374947 TSecr=854687"
"149","4.867352","192.168.1.108","192.168.1.181","TCP","66","2869 > 59368 [FIN, ACK] Seq=126 Ack=1692 Win=66560 Len=0 TSval=854688 TSecr=354374947"
"150","4.872736","192.168.1.181","192.168.1.108","TCP","1514","[TCP segment of a reassembled PDU]"
"151","4.873792","192.168.1.181","192.168.1.108","HTTP/XML","309","NOTIFY /upnp/eventing/ipooptopyk HTTP/1.1 "
"152","4.873850","192.168.1.108","192.168.1.181","TCP","66","2869 > 59367 [ACK] Seq=1 Ack=1692 Win=66560 Len=0 TSval=854688 TSecr=354374947"
"153","4.873945","192.168.1.108","192.168.1.181","HTTP","191","HTTP/1.1 200 OK "
"154","4.876266","192.168.1.181","192.168.1.108","TCP","66","59367 > 2869 [ACK] Seq=1692 Ack=126 Win=14600 Len=0 TSval=354374947 TSecr=854688"
"155","4.876311","192.168.1.108","192.168.1.181","TCP","66","2869 > 59367 [FIN, ACK] Seq=126 Ack=1692 Win=66560 Len=0 TSval=854688 TSecr=354374947"
"156","4.889504","192.168.1.181","192.168.1.108","TCP","66","59369 > 2869 [FIN, ACK] Seq=1690 Ack=127 Win=14600 Len=0 TSval=354374949 TSecr=854687"
"157","4.889563","192.168.1.108","192.168.1.181","TCP","66","2869 > 59369 [ACK] Seq=127 Ack=1691 Win=66560 Len=0 TSval=854690 TSecr=354374949"
"158","4.895430","192.168.1.181","192.168.1.108","TCP","74","59370 > 2869 [SYN] Seq=0 Win=14600 Len=0 MSS=1460 SACK_PERM=1 TSval=354374949 TSecr=0 WS=2"
"159","4.895557","192.168.1.108","192.168.1.181","TCP","74","2869 > 59370 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=854690 TSecr=354374949"
"160","4.897588","192.168.1.181","192.168.1.108","TCP","66","59370 > 2869 [ACK] Seq=1 Ack=1 Win=14600 Len=0 TSval=354374950 TSecr=854690"
"161","4.900907","192.168.1.181","192.168.1.108","TCP","66","59368 > 2869 [FIN, ACK] Seq=1692 Ack=127 Win=14600 Len=0 TSval=354374950 TSecr=854688"
"162","4.900968","192.168.1.108","192.168.1.181","TCP","66","2869 > 59368 [ACK] Seq=127 Ack=1693 Win=66560 Len=0 TSval=854691 TSecr=354374950"
"163","4.906421","192.168.1.181","192.168.1.108","TCP","74","59371 > 2869 [SYN] Seq=0 Win=14600 Len=0 MSS=1460 SACK_PERM=1 TSval=354374950 TSecr=0 WS=2"
"164","4.906615","192.168.1.108","192.168.1.181","TCP","74","2869 > 59371 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=854691 TSecr=354374950"
"165","4.908629","192.168.1.181","192.168.1.108","TCP","66","59371 > 2869 [ACK] Seq=1 Ack=1 Win=14600 Len=0 TSval=354374951 TSecr=854691"
"166","4.920013","192.168.1.181","192.168.1.108","TCP","66","59367 > 2869 [FIN, ACK] Seq=1692 Ack=127 Win=14600 Len=0 TSval=354374951 TSecr=854688"
"167","4.920014","192.168.1.181","192.168.1.108","TCP","74","59372 > 2869 [SYN] Seq=0 Win=14600 Len=0 MSS=1460 SACK_PERM=1 TSval=354374951 TSecr=0 WS=2"
"168","4.920079","192.168.1.108","192.168.1.181","TCP","66","2869 > 59367 [ACK] Seq=127 Ack=1693 Win=66560 Len=0 TSval=854693 TSecr=354374951"
"169","4.920188","192.168.1.108","192.168.1.181","TCP","74","2869 > 59372 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=854693 TSecr=354374951"
"170","4.922892","192.168.1.181","192.168.1.108","TCP","66","59372 > 2869 [ACK] Seq=1 Ack=1 Win=14600 Len=0 TSval=354374952 TSecr=854693"
"171","4.923771","192.168.1.181","192.168.1.108","TCP","1514","[TCP segment of a reassembled PDU]"
"172","4.928448","192.168.1.181","192.168.1.108","HTTP/XML","309","NOTIFY /upnp/eventing/flviknqdow HTTP/1.1 "
"173","4.928471","192.168.1.108","192.168.1.181","TCP","66","2869 > 59370 [ACK] Seq=1 Ack=1692 Win=66560 Len=0 TSval=854694 TSecr=354374952"
"174","4.928527","192.168.1.108","192.168.1.181","HTTP","191","HTTP/1.1 200 OK "
"175","4.930919","192.168.1.181","192.168.1.108","TCP","66","59370 > 2869 [ACK] Seq=1692 Ack=126 Win=14600 Len=0 TSval=354374953 TSecr=854694"
"176","4.930946","192.168.1.108","192.168.1.181","TCP","66","2869 > 59370 [FIN, ACK] Seq=126 Ack=1692 Win=66560 Len=0 TSval=854694 TSecr=354374953"
"177","4.934912","192.168.1.181","192.168.1.108","TCP","66","59370 > 2869 [FIN, ACK] Seq=1692 Ack=127 Win=14600 Len=0 TSval=354374953 TSecr=854694"
"178","4.934966","192.168.1.108","192.168.1.181","TCP","66","2869 > 59370 [ACK] Seq=127 Ack=1693 Win=66560 Len=0 TSval=854694 TSecr=354374953"
"179","4.940904","192.168.1.181","192.168.1.108","TCP","1514","[TCP segment of a reassembled PDU]"
"180","4.941980","192.168.1.181","192.168.1.108","HTTP/XML","309","NOTIFY /upnp/eventing/gthfbhpsji HTTP/1.1 "
"181","4.942036","192.168.1.108","192.168.1.181","TCP","66","2869 > 59371 [ACK] Seq=1 Ack=1692 Win=66560 Len=0 TSval=854695 TSecr=354374954"
"182","4.942170","192.168.1.108","192.168.1.181","HTTP","191","HTTP/1.1 200 OK "
"183","4.944598","192.168.1.181","192.168.1.108","TCP","66","59371 > 2869 [ACK] Seq=1692 Ack=126 Win=14600 Len=0 TSval=354374954 TSecr=854695"
"184","4.944642","192.168.1.108","192.168.1.181","TCP","66","2869 > 59371 [FIN, ACK] Seq=126 Ack=1692 Win=66560 Len=0 TSval=854695 TSecr=354374954"
"185","4.948217","192.168.1.181","192.168.1.108","TCP","1514","[TCP segment of a reassembled PDU]"
"186","4.949277","192.168.1.181","192.168.1.108","HTTP/XML","308","NOTIFY /upnp/eventing/iflubpdnqe HTTP/1.1 "
"187","4.949336","192.168.1.108","192.168.1.181","TCP","66","2869 > 59372 [ACK] Seq=1 Ack=1691 Win=66560 Len=0 TSval=854696 TSecr=354374955"
