"No.","Time","Source","Destination","Protocol","Length","Info"
"29","7.928745000","192.168.10.26","54.200.75.96","TCP","62","[TCP Retransmission] 50784 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"30","8.179495000","192.168.10.26","198.153.192.60","DNS","81","Standard query 0x0e3f  A FILESERVER.aquent.com"
"31","8.228510000","198.153.192.60","192.168.10.26","DNS","118","Standard query response 0x0e3f  A 54.200.75.96"
"32","8.229138000","192.168.10.26","54.200.75.96","ICMP","74","Echo (ping) request  id=0x0001, seq=63/16128, ttl=32 (no response found!)"
"33","8.896088000","192.168.10.26","54.200.75.96","TCP","66","[TCP Retransmission] 50794 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"34","9.020829000","192.168.10.26","54.200.75.96","TCP","62","[TCP Retransmission] 50785 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"35","9.067564000","192.168.10.26","54.200.75.96","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"36","9.520074000","192.168.10.26","199.59.148.84","TLSv1.2","55","Continuation Data"
"37","9.595610000","199.59.148.84","192.168.10.26","TCP","66","443 > 50399 [ACK] Seq=1 Ack=2 Win=66 Len=0 SLE=1 SRE=2"
"38","10.066679000","192.168.10.26","54.200.75.96","ICMP","74","Echo (ping) request  id=0x0001, seq=64/16384, ttl=32 (no response found!)"
"39","11.697037000","192.168.10.26","198.153.192.60","DNS","83","Standard query 0x6e1e  A casarray1.austin.hp.com"
"40","11.741630000","192.168.10.26","198.153.192.60","DNS","84","Standard query 0xaeba  A config.messenger.msn.com"
"41","11.789359000","198.153.192.60","192.168.10.26","DNS","162","Standard query response 0xaeba  CNAME config.messenger.msnmessenger.msn.com.akadns.net A 64.4.26.155"
"42","11.796111000","192.168.10.26","64.4.26.155","TCP","66","50796 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"43","11.811010000","198.153.192.60","192.168.10.26","DNS","122","Standard query response 0x6e1e  A 54.200.75.96"
"44","11.870927000","64.4.26.155","192.168.10.26","TCP","66","80 > 50796 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"45","11.870986000","192.168.10.26","64.4.26.155","TCP","54","50796 > 80 [ACK] Seq=1 Ack=1 Win=65700 Len=0"
"46","11.873483000","192.168.10.26","64.4.26.155","HTTP","888","GET /config/msgrconfig.asmx?op=GetOlcConfig HTTP/1.1 "
"47","11.891750000","192.168.10.26","54.200.75.96","TCP","66","50797 > 135 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"48","11.957223000","64.4.26.155","192.168.10.26","HTTP/XML","889","HTTP/1.1 200 OK "
"49","12.047292000","192.168.10.26","54.200.75.96","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"50","12.171785000","192.168.10.26","64.4.26.155","TCP","54","50796 > 80 [ACK] Seq=835 Ack=836 Win=64864 Len=0"
"51","12.788167000","192.168.10.26","198.153.192.60","DNS","74","Standard query 0x8f84  A www.google.com"
"52","12.837444000","198.153.192.60","192.168.10.26","DNS","170","Standard query response 0x8f84  A 64.233.169.147 A 64.233.169.99 A 64.233.169.106 A 64.233.169.105 A 64.233.169.103 A 64.233.169.104"
"53","12.837922000","192.168.10.26","64.233.169.147","TCP","66","50798 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"54","12.873557000","64.233.169.147","192.168.10.26","TCP","66","443 > 50798 [SYN, ACK] Seq=0 Ack=1 Win=42900 Len=0 MSS=1430 SACK_PERM=1 WS=128"
"55","12.873770000","192.168.10.26","64.233.169.147","TCP","54","50798 > 443 [ACK] Seq=1 Ack=1 Win=65780 Len=0"
"56","12.961026000","192.168.10.26","64.233.169.147","TLSv1","172","Client Hello"
"57","12.997478000","64.233.169.147","192.168.10.26","TCP","56","443 > 50798 [ACK] Seq=1 Ack=119 Win=43008 Len=0"
"58","13.001535000","64.233.169.147","192.168.10.26","TLSv1","1484","Server Hello"
"59","13.003947000","64.233.169.147","192.168.10.26","TCP","1484","[TCP segment of a reassembled PDU]"
"60","13.004016000","192.168.10.26","64.233.169.147","TCP","54","50798 > 443 [ACK] Seq=119 Ack=2861 Win=65780 Len=0"
"61","13.004267000","64.233.169.147","192.168.10.26","TLSv1","713","Certificate"
"62","13.037732000","192.168.10.26","64.233.169.147","TLSv1","188","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"63","13.075464000","64.233.169.147","192.168.10.26","TLSv1","113","Change Cipher Spec, Encrypted Handshake Message"
"64","13.257197000","192.168.10.26","64.233.169.147","TLSv1","507","Application Data"
"65","13.337331000","64.233.169.147","192.168.10.26","TCP","56","443 > 50798 [ACK] Seq=3579 Ack=706 Win=45056 Len=0"
"66","13.360383000","64.233.169.147","192.168.10.26","TLSv1","443","Application Data"
"67","13.560264000","192.168.10.26","64.233.169.147","TCP","54","50798 > 443 [ACK] Seq=706 Ack=3968 Win=64672 Len=0"
"68","13.560284000","192.168.10.26","54.200.75.96","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"69","13.794335000","192.168.10.26","54.200.75.96","TCP","62","[TCP Retransmission] 50792 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"70","14.901899000","192.168.10.26","54.200.75.96","TCP","66","[TCP Retransmission] 50797 > 135 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"71","14.902320000","192.168.10.26","54.200.75.96","TCP","62","[TCP Retransmission] 50794 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"72","15.073574000","192.168.10.26","54.200.75.96","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"73","15.884770000","Apple_af:a2:ab","Broadcast","ARP","42","Who has 169.254.255.255?  Tell 192.168.10.81"
"74","16.601600000","Apple_af:a2:ab","Broadcast","ARP","42","Who has 169.254.255.255?  Tell 192.168.10.81"
"75","16.908810000","Apple_af:a2:ab","Broadcast","ARP","42","Who has 169.254.255.255?  Tell 192.168.10.81"
"76","20.800011000","192.168.10.16","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"77","20.800473000","192.168.10.16","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"78","20.801046000","192.168.10.16","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"79","20.801608000","192.168.10.16","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"80","20.907759000","192.168.10.26","54.200.75.96","TCP","62","[TCP Retransmission] 50797 > 135 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"81","21.038053000","192.168.10.26","198.153.192.60","DNS","78","Standard query 0xa092  A THESITH.aquent.com"
"82","21.086484000","198.153.192.60","192.168.10.26","DNS","112","Standard query response 0xa092  A 54.200.75.96"
"83","21.092518000","192.168.10.26","54.200.75.96","TCP","66","50805 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"84","21.605463000","199.83.129.96","192.168.10.26","TCP","56","80 > 50359 [FIN, ACK] Seq=1 Ack=2 Win=317 Len=0"
"85","21.605511000","192.168.10.26","199.83.129.96","TCP","54","50359 > 80 [ACK] Seq=2 Ack=2 Win=16290 Len=0"
"86","22.174136000","192.168.10.26","54.200.75.96","TCP","66","50806 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"87","22.177069000","192.168.10.26","192.168.10.255","NBNS","92","Name query NB THESITH<20>"
"88","22.826484000","192.168.10.26","216.58.218.174","TLSv1.2","55","Continuation Data"
"89","22.855209000","216.58.218.174","192.168.10.26","TCP","66","443 > 50423 [ACK] Seq=1 Ack=2 Win=414 Len=0 SLE=1 SRE=2"
"90","22.935610000","192.168.10.26","192.168.10.255","NBNS","92","Name query NB THESITH<20>"
"91","23.176369000","fe80::1c6f:7486:1cd8:8382","ff02::1:2","DHCPv6","169","Solicit XID: 0x802607 CID: 000100011653b5e4101f745675c5 "
"92","23.700204000","192.168.10.26","192.168.10.255","NBNS","92","Name query NB THESITH<20>"
"93","24.059530000","192.168.10.26","199.83.129.96","TCP","54","50359 > 80 [FIN, ACK] Seq=2 Ack=2 Win=16290 Len=0"
"94","24.105520000","192.168.10.26","54.200.75.96","TCP","66","[TCP Retransmission] 50805 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"95","24.141222000","199.83.129.96","192.168.10.26","TCP","56","80 > 50359 [ACK] Seq=2 Ack=3 Win=317 Len=0"
"96","24.183704000","fe80::1c6f:7486:1cd8:8382","ff02::1:2","DHCPv6","169","Solicit XID: 0x802607 CID: 000100011653b5e4101f745675c5 "
"97","24.465270000","192.168.10.26","198.153.192.60","DNS","78","Standard query 0xa1dd  A THESITH.aquent.com"
"98","24.513525000","198.153.192.60","192.168.10.26","DNS","112","Standard query response 0xa1dd  A 54.200.75.96"
"99","24.514269000","192.168.10.26","54.200.75.96","ICMP","74","Echo (ping) request  id=0x0001, seq=65/16640, ttl=32 (no response found!)"
"100","25.186941000","192.168.10.26","54.200.75.96","TCP","66","[TCP Retransmission] 50806 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"101","26.045706000","192.168.10.26","54.200.75.96","ICMP","74","Echo (ping) request  id=0x0001, seq=66/16896, ttl=32 (no response found!)"
"102","26.185612000","fe80::1c6f:7486:1cd8:8382","ff02::1:2","DHCPv6","169","Solicit XID: 0x802607 CID: 000100011653b5e4101f745675c5 "
"103","26.342292000","192.168.10.26","192.168.10.255","BROWSER","258","Domain/Workgroup Announcement HQ_NT, NT Workstation, Domain Enum"
"104","28.049204000","192.168.10.26","54.200.75.96","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"105","29.559900000","192.168.10.26","54.200.75.96","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"106","30.105763000","192.168.10.26","54.200.75.96","TCP","62","[TCP Retransmission] 50805 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"107","30.199671000","fe80::1c6f:7486:1cd8:8382","ff02::1:2","DHCPv6","169","Solicit XID: 0x802607 CID: 000100011653b5e4101f745675c5 "
"108","31.073061000","192.168.10.26","54.200.75.96","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"109","31.197857000","192.168.10.26","54.200.75.96","TCP","62","[TCP Retransmission] 50806 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"110","32.966819000","192.168.10.26","198.153.192.60","DNS","78","Standard query 0x6ae2  A sync.austin.hp.com"
"111","33.043733000","198.153.192.60","192.168.10.26","DNS","94","Standard query response 0x6ae2  A 15.217.50.50"
"112","33.372890000","192.168.10.26","15.217.50.50","TCP","66","50814 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"113","33.410809000","15.217.50.50","192.168.10.26","TCP","66","443 > 50814 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"114","33.410967000","192.168.10.26","15.217.50.50","TCP","54","50814 > 443 [ACK] Seq=1 Ack=1 Win=65700 Len=0"
"115","33.412414000","192.168.10.26","15.217.50.50","TLSv1","176","Client Hello"
"116","33.452623000","15.217.50.50","192.168.10.26","TLSv1","1514","Server Hello"
"117","33.453898000","15.217.50.50","192.168.10.26","TCP","1514","[TCP segment of a reassembled PDU]"
"118","33.453954000","192.168.10.26","15.217.50.50","TCP","54","50814 > 443 [ACK] Seq=123 Ack=2921 Win=65700 Len=0"
"119","33.456941000","15.217.50.50","192.168.10.26","TLSv1","1463","Certificate"
"120","33.458701000","192.168.10.26","15.217.50.50","TLSv1","368","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"121","33.498023000","15.217.50.50","192.168.10.26","TCP","56","443 > 50814 [ACK] Seq=4330 Ack=437 Win=4816 Len=0"
"122","33.500763000","15.217.50.50","192.168.10.26","TLSv1","101","Change Cipher Spec, Encrypted Handshake Message"
"123","33.532224000","192.168.10.26","15.217.50.50","TLSv1","484","Application Data"
"124","33.571833000","15.217.50.50","192.168.10.26","TCP","56","443 > 50814 [ACK] Seq=4377 Ack=867 Win=5246 Len=0"
"125","33.577046000","15.217.50.50","192.168.10.26","TLSv1","735","Application Data"
"126","33.577785000","192.168.10.26","15.217.50.50","TLSv1","1149","Application Data"
"127","33.579062000","192.168.10.26","15.217.50.50","TCP","66","50815 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"128","33.624876000","15.217.50.50","192.168.10.26","TCP","56","443 > 50814 [ACK] Seq=5058 Ack=1962 Win=6341 Len=0"
"129","33.625780000","15.217.50.50","192.168.10.26","TCP","66","443 > 50815 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"130","33.625922000","192.168.10.26","15.217.50.50","TCP","54","50815 > 443 [ACK] Seq=1 Ack=1 Win=65700 Len=0"
"131","33.626907000","192.168.10.26","15.217.50.50","TLSv1","176","Client Hello"
"132","33.630792000","15.217.50.50","192.168.10.26","TLSv1","390","Application Data"
"133","33.667074000","15.217.50.50","192.168.10.26","TLSv1","1514","Server Hello"
"134","33.669959000","15.217.50.50","192.168.10.26","TCP","1514","[TCP segment of a reassembled PDU]"
"135","33.670055000","192.168.10.26","15.217.50.50","TCP","54","50815 > 443 [ACK] Seq=123 Ack=2921 Win=65700 Len=0"
"136","33.672989000","15.217.50.50","192.168.10.26","TLSv1","1463","Certificate"
"137","33.675626000","192.168.10.26","15.217.50.50","TLSv1","368","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"138","33.714938000","15.217.50.50","192.168.10.26","TCP","56","443 > 50815 [ACK] Seq=4330 Ack=437 Win=4816 Len=0"
"139","33.717858000","15.217.50.50","192.168.10.26","TLSv1","101","Change Cipher Spec, Encrypted Handshake Message"
"140","33.721517000","192.168.10.26","15.217.50.50","TLSv1","523","Application Data"
"141","33.762963000","15.217.50.50","192.168.10.26","TCP","56","443 > 50815 [ACK] Seq=4377 Ack=906 Win=5285 Len=0"
"142","33.766987000","15.217.50.50","192.168.10.26","TLSv1","735","Application Data"
"143","33.769168000","192.168.10.26","15.217.50.50","TLSv1","1180","Application Data"
"144","33.769780000","192.168.10.26","15.217.50.50","TLSv1","183","Application Data"
"145","33.770117000","192.168.10.26","15.217.50.50","TLSv1","155","Application Data"
"146","33.816951000","15.217.50.50","192.168.10.26","TCP","56","443 > 50815 [ACK] Seq=5058 Ack=2032 Win=6411 Len=0"
"147","33.818780000","15.217.50.50","192.168.10.26","TCP","56","443 > 50814 [ACK] Seq=5394 Ack=2091 Win=6470 Len=0"
"148","33.820813000","15.217.50.50","192.168.10.26","TCP","56","443 > 50815 [ACK] Seq=5058 Ack=2133 Win=6512 Len=0"
"149","33.823269000","15.217.50.50","192.168.10.26","TLSv1","390","Application Data"
"150","33.824078000","192.168.10.26","15.217.50.50","TCP","54","50814 > 443 [RST, ACK] Seq=2091 Ack=5394 Win=0 Len=0"
"151","33.825420000","192.168.10.26","15.217.50.50","TCP","54","50815 > 443 [RST, ACK] Seq=2133 Ack=5394 Win=0 Len=0"
"152","35.340348000","192.168.10.16","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"153","35.545296000","192.168.10.16","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"154","35.545769000","192.168.10.16","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"155","35.749826000","192.168.10.16","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"156","37.523166000","192.168.10.26","192.168.10.255","NBNS","92","Name query NB HQ_NT<1c>"
"157","38.037882000","Fortinet_b3:c6:01","IntelCor_c7:bb:3c","ARP","56","Who has 192.168.10.26?  Tell 192.168.10.1"
"158","38.037930000","IntelCor_c7:bb:3c","Fortinet_b3:c6:01","ARP","42","192.168.10.26 is at a0:88:b4:c7:bb:3c"
"159","38.207289000","fe80::1c6f:7486:1cd8:8382","ff02::1:2","DHCPv6","169","Solicit XID: 0x802607 CID: 000100011653b5e4101f745675c5 "
"160","38.285057000","192.168.10.26","192.168.10.255","NBNS","92","Name query NB HQ_NT<1c>"
"161","39.049417000","192.168.10.26","192.168.10.255","NBNS","92","Name query NB HQ_NT<1c>"
"162","39.840868000","192.168.10.26","198.153.192.60","DNS","81","Standard query 0x96d1  SRV _ldap._tcp.aquent.int"
"163","39.895564000","198.153.192.60","192.168.10.26","DNS","138","Standard query response 0x96d1 No such name"
"164","39.896233000","192.168.10.26","192.168.10.255","NBNS","92","Name query NB HQ_NT<1c>"
"165","40.656087000","192.168.10.26","192.168.10.255","NBNS","92","Name query NB HQ_NT<1c>"
"166","41.420651000","192.168.10.26","192.168.10.255","NBNS","92","Name query NB HQ_NT<1c>"
"167","41.580807000","192.168.10.26","192.168.10.255","NBNS","92","Name query NB HQ_NT<1c>"
"168","41.907908000","192.168.10.26","192.168.10.255","NBNS","92","Name query NB HQ_NT<1c>"
"169","42.197743000","192.168.10.26","198.153.192.60","DNS","66","Standard query 0x4369  A hp.com"
"170","42.251258000","198.153.192.60","192.168.10.26","DNS","334","Standard query response 0x4369  A 15.216.241.18 A 15.240.60.238 A 15.217.232.245 A 15.201.225.10"
"171","42.252076000","192.168.10.26","15.216.241.18","TCP","66","50822 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"172","42.295642000","15.216.241.18","192.168.10.26","TCP","66","443 > 50822 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"173","42.295787000","192.168.10.26","15.216.241.18","TCP","54","50822 > 443 [ACK] Seq=1 Ack=1 Win=65700 Len=0"
"174","42.296877000","192.168.10.26","15.216.241.18","TLSv1","164","Client Hello"
"175","42.326919000","192.168.10.26","192.168.10.255","NBNS","92","Name query NB HQ_NT<1c>"
"176","42.345744000","15.216.241.18","192.168.10.26","TCP","56","443 > 50822 [ACK] Seq=1 Ack=111 Win=4490 Len=0"
"177","42.353302000","15.216.241.18","192.168.10.26","TLSv1","1514","Alert (Level: Warning, Description: Unrecognized Name), Server Hello"
"178","42.353305000","15.216.241.18","192.168.10.26","TCP","1514","[TCP segment of a reassembled PDU]"
"179","42.353438000","192.168.10.26","15.216.241.18","TCP","54","50822 > 443 [ACK] Seq=111 Ack=2921 Win=65700 Len=0"
"180","42.354918000","15.216.241.18","192.168.10.26","TCP","1514","[TCP segment of a reassembled PDU]"
"181","42.354920000","15.216.241.18","192.168.10.26","TCP","56","[TCP segment of a reassembled PDU]"
"182","42.355049000","192.168.10.26","15.216.241.18","TCP","54","50822 > 443 [ACK] Seq=111 Ack=4382 Win=65700 Len=0"
"183","42.397016000","15.216.241.18","192.168.10.26","TLSv1","387","Certificate"
"184","42.398727000","192.168.10.26","15.216.241.18","TLSv1","368","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"185","42.445384000","15.216.241.18","192.168.10.26","TCP","56","443 > 50822 [ACK] Seq=4715 Ack=425 Win=4804 Len=0"
"186","42.455437000","15.216.241.18","192.168.10.26","TLSv1","101","Change Cipher Spec, Encrypted Handshake Message"
"187","42.458380000","192.168.10.26","15.216.241.18","TLSv1","456","Application Data"
"188","42.458667000","192.168.10.26","15.216.241.18","TLSv1","489","Application Data"
"189","42.508478000","15.216.241.18","192.168.10.26","TCP","56","443 > 50822 [ACK] Seq=4762 Ack=827 Win=5206 Len=0"
"190","42.511243000","15.216.241.18","192.168.10.26","TCP","56","443 > 50822 [ACK] Seq=4762 Ack=1262 Win=5641 Len=0"
"191","42.512244000","15.216.241.18","192.168.10.26","TLSv1","659","Application Data, Application Data"
"192","42.512886000","192.168.10.26","15.216.241.18","TCP","54","50822 > 443 [FIN, ACK] Seq=1262 Ack=5367 Win=64712 Len=0"
"193","42.515357000","15.216.241.18","192.168.10.26","TLSv1","81","Encrypted Alert"
"194","42.515359000","15.216.241.18","192.168.10.26","TCP","56","443 > 50822 [FIN, ACK] Seq=5394 Ack=1262 Win=5641 Len=0"
"195","42.515475000","192.168.10.26","15.216.241.18","TCP","54","50822 > 443 [RST, ACK] Seq=1263 Ack=5394 Win=0 Len=0"
"196","42.548431000","192.168.10.26","198.153.192.60","DNS","79","Standard query 0x6d39  A autodiscover.hp.com"
"197","42.557806000","15.216.241.18","192.168.10.26","TCP","56","[TCP Out-Of-Order] 443 > 50822 [FIN, ACK] Seq=5394 Ack=1263 Win=5641 Len=0"
"198","42.636686000","198.153.192.60","192.168.10.26","DNS","130","Standard query response 0x6d39  CNAME autodiscover.atlanta.hp.com A 15.201.58.50"
"199","42.638475000","192.168.10.26","15.201.58.50","TCP","66","50823 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"200","42.656789000","192.168.10.26","192.168.10.255","NBNS","92","Name query NB HQ_NT<1c>"
"201","42.676791000","15.201.58.50","192.168.10.26","TCP","66","443 > 50823 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1460 WS=1 SACK_PERM=1"
"202","42.676875000","192.168.10.26","15.201.58.50","TCP","54","50823 > 443 [ACK] Seq=1 Ack=1 Win=65700 Len=0"
"203","42.677186000","192.168.10.26","15.201.58.50","TLSv1","177","Client Hello"
"204","42.717823000","15.201.58.50","192.168.10.26","TLSv1","1514","Server Hello"
"205","42.719623000","15.201.58.50","192.168.10.26","TCP","1514","[TCP segment of a reassembled PDU]"
"206","42.719653000","192.168.10.26","15.201.58.50","TCP","54","50823 > 443 [ACK] Seq=124 Ack=2921 Win=65700 Len=0"
"207","42.722000000","15.201.58.50","192.168.10.26","TLSv1","1463","Certificate"
"208","42.722935000","192.168.10.26","15.201.58.50","TLSv1","368","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"209","42.762673000","15.201.58.50","192.168.10.26","TCP","56","443 > 50823 [ACK] Seq=4330 Ack=438 Win=4817 Len=0"
"210","42.764852000","15.201.58.50","192.168.10.26","TLSv1","101","Change Cipher Spec, Encrypted Handshake Message"
"211","42.767258000","192.168.10.26","15.201.58.50","TLSv1","469","Application Data"
"212","42.767593000","192.168.10.26","15.201.58.50","TLSv1","489","Application Data"
"213","42.807885000","15.201.58.50","192.168.10.26","TCP","56","443 > 50823 [ACK] Seq=4377 Ack=853 Win=5232 Len=0"
"214","42.815168000","15.201.58.50","192.168.10.26","TLSv1","484","Application Data"
"215","42.815419000","15.201.58.50","192.168.10.26","TCP","56","443 > 50823 [ACK] Seq=4807 Ack=1288 Win=5667 Len=0"
"216","42.819566000","192.168.10.26","198.153.192.60","DNS","95","Standard query 0xfd01  SRV _kerberos._tcp.dc._msdcs.AQUENT.INT"
"217","42.913585000","198.153.192.60","192.168.10.26","DNS","152","Standard query response 0xfd01 No such name"
"218","43.006724000","192.168.10.26","15.201.58.50","TCP","54","50823 > 443 [ACK] Seq=1288 Ack=4807 Win=65700 Len=0"
"219","43.038347000","192.168.10.26","15.201.58.50","TLSv1","710","Application Data"
"220","43.076879000","192.168.10.26","192.168.10.255","NBNS","92","Name query NB HQ_NT<1c>"
"221","43.080673000","15.201.58.50","192.168.10.26","TCP","56","443 > 50823 [ACK] Seq=4807 Ack=1944 Win=6323 Len=0"
"222","43.083520000","15.201.58.50","192.168.10.26","TLSv1","424","Application Data"
"223","43.083992000","192.168.10.26","15.201.58.50","TLSv1","566","Application Data"
