"No.","Time","Source","Destination","Protocol","Length","Info"
"16","8.454994","192.168.10.26","54.200.75.96","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"17","8.977264","Fortinet_b3:c6:01","Broadcast","ARP","56","Who has 192.168.10.17?  Tell 192.168.10.1"
"18","9.898836","Fortinet_b3:c6:01","Broadcast","ARP","56","Who has 192.168.10.17?  Tell 192.168.10.1"
"19","10.922879","Fortinet_b3:c6:01","Broadcast","ARP","56","Who has 192.168.10.17?  Tell 192.168.10.1"
"20","20.268045","192.168.10.26","198.153.192.60","DNS","81","Standard query 0x441a  A FILESERVER.aquent.com"
"21","20.318052","198.153.192.60","192.168.10.26","DNS","118","Standard query response 0x441a  A 54.200.75.96"
"22","20.324224","192.168.10.26","54.200.75.96","TCP","66","51002 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"23","21.405705","192.168.10.26","54.200.75.96","TCP","66","51004 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"24","21.409047","192.168.10.26","192.168.10.255","NBNS","92","Name query NB FILESERVER<20>"
"25","22.167080","192.168.10.26","192.168.10.255","NBNS","92","Name query NB FILESERVER<20>"
"26","22.391290","Fortinet_b3:c6:01","Broadcast","ARP","56","Who has 192.168.10.17?  Tell 192.168.10.1"
"27","22.931338","192.168.10.26","192.168.10.255","NBNS","92","Name query NB FILESERVER<20>"
"28","23.176691","IntelCor_c7:bb:3c","Broadcast","ARP","42","Who has 192.168.10.1?  Tell 192.168.10.26"
"29","23.179494","Fortinet_b3:c6:01","IntelCor_c7:bb:3c","ARP","42","192.168.10.1 is at 00:09:0f:b3:c6:01"
"30","23.312851","Fortinet_b3:c6:01","Broadcast","ARP","56","Who has 192.168.10.17?  Tell 192.168.10.1"
"31","23.336941","192.168.10.26","54.200.75.96","TCP","66","[TCP Retransmission] 51002 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"32","23.466304","192.168.10.26","192.168.10.255","NBNS","92","Name query NB HQ_NT<1c>"
"33","23.498240","192.168.10.26","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"34","23.697677","192.168.10.26","198.153.192.60","DNS","81","Standard query 0x8234  A FILESERVER.aquent.com"
"35","23.744606","198.153.192.60","192.168.10.26","DNS","118","Standard query response 0x8234  A 54.200.75.96"
"36","23.746028","192.168.10.26","54.200.75.96","ICMP","74","Echo (ping) request  id=0x0001, seq=89/22784, ttl=32 (no response found!)"
"37","24.226232","192.168.10.26","192.168.10.255","NBNS","92","Name query NB HQ_NT<1c>"
"38","24.337152","Fortinet_b3:c6:01","Broadcast","ARP","56","Who has 192.168.10.17?  Tell 192.168.10.1"
"39","24.413385","192.168.10.26","54.200.75.96","TCP","66","[TCP Retransmission] 51004 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"40","24.990665","192.168.10.26","192.168.10.255","NBNS","92","Name query NB HQ_NT<1c>"
"41","25.313751","Fortinet_b3:c6:01","IntelCor_c7:bb:3c","ARP","56","Who has 192.168.10.26?  Tell 192.168.10.1"
"42","25.313779","IntelCor_c7:bb:3c","Fortinet_b3:c6:01","ARP","42","192.168.10.26 is at a0:88:b4:c7:bb:3c"
"43","25.428068","192.168.10.26","54.200.75.96","ICMP","74","Echo (ping) request  id=0x0001, seq=90/23040, ttl=32 (no response found!)"
"44","26.504074","192.168.10.26","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"45","27.425583","192.168.10.26","54.200.75.96","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"46","27.715892","192.168.10.16","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"47","27.716477","192.168.10.16","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"48","27.818300","192.168.10.16","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"49","27.920841","192.168.10.16","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"50","28.937238","192.168.10.26","54.200.75.96","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"51","29.342634","192.168.10.26","54.200.75.96","TCP","62","[TCP Retransmission] 51002 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"52","29.514581","192.168.10.26","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"53","30.419116","192.168.10.26","54.200.75.96","TCP","62","[TCP Retransmission] 51004 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"54","30.450276","192.168.10.26","54.200.75.96","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"55","32.543914","192.168.10.26","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"56","34.680009","Apple_af:a2:ab","Broadcast","ARP","42","Gratuitous ARP for 192.168.10.81 (Request)"
"57","34.781931","Apple_af:a2:ab","Broadcast","ARP","42","Who has 169.254.255.255?  Tell 192.168.10.81"
"58","35.190865","Apple_af:a2:ab","Broadcast","ARP","42","Who has 169.254.255.255?  Tell 192.168.10.81"
"59","35.498390","Apple_af:a2:ab","Broadcast","ARP","42","Who has 169.254.255.255?  Tell 192.168.10.81"
"60","35.551868","192.168.10.26","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"61","35.907518","Apple_af:a2:ab","Broadcast","ARP","42","Who has 169.254.255.255?  Tell 192.168.10.81"
"62","36.215485","Apple_af:a2:ab","Broadcast","ARP","42","Gratuitous ARP for 192.168.10.81 (Request)"
"63","36.215784","Apple_af:a2:ab","Broadcast","ARP","42","Who has 169.254.255.255?  Tell 192.168.10.81"
"64","38.562409","192.168.10.26","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"65","42.439769","192.168.10.26","198.153.192.60","DNS","78","Standard query 0x4faf  A THESITH.aquent.com"
"66","42.522727","198.153.192.60","192.168.10.26","DNS","112","Standard query response 0x4faf  A 54.200.75.96"
"67","42.524846","192.168.10.26","54.200.75.96","TCP","66","51014 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"68","43.620800","192.168.10.26","54.200.75.96","TCP","66","51018 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"69","43.623165","192.168.10.26","192.168.10.255","NBNS","92","Name query NB THESITH<20>"
"70","44.380859","192.168.10.26","192.168.10.255","NBNS","92","Name query NB THESITH<20>"
"71","45.145297","192.168.10.26","192.168.10.255","NBNS","92","Name query NB THESITH<20>"
"72","45.535005","192.168.10.26","54.200.75.96","TCP","66","[TCP Retransmission] 51014 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"73","45.911332","192.168.10.26","198.153.192.60","DNS","78","Standard query 0x313d  A THESITH.aquent.com"
"74","45.960523","198.153.192.60","192.168.10.26","DNS","112","Standard query response 0x313d  A 54.200.75.96"
"75","45.961731","192.168.10.26","54.200.75.96","ICMP","74","Echo (ping) request  id=0x0001, seq=91/23296, ttl=32 (no response found!)"
"76","46.626899","192.168.10.26","54.200.75.96","TCP","66","[TCP Retransmission] 51018 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"77","47.422588","IntelCor_c7:bb:3c","Fortinet_b3:c6:01","ARP","42","Who has 192.168.10.1?  Tell 192.168.10.26"
"78","47.462807","Fortinet_b3:c6:01","IntelCor_c7:bb:3c","ARP","56","192.168.10.1 is at 00:09:0f:b3:c6:01"
"79","47.902049","192.168.10.26","198.153.192.60","DNS","78","Standard query 0x27b1  A client.dropbox.com"
"80","47.937872","192.168.10.26","54.200.75.96","ICMP","74","Echo (ping) request  id=0x0001, seq=92/23552, ttl=32 (no response found!)"
"81","47.952659","198.153.192.60","192.168.10.26","DNS","253","Standard query response 0x27b1  CNAME client.v.dropbox.com A 108.160.166.138"
"82","47.953894","192.168.10.26","108.160.166.138","TCP","66","51021 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"83","48.027736","108.160.166.138","192.168.10.26","TCP","66","443 > 51021 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=512"
"84","48.027900","192.168.10.26","108.160.166.138","TCP","54","51021 > 443 [ACK] Seq=1 Ack=1 Win=65700 Len=0"
"85","48.036207","192.168.10.26","108.160.166.138","TLSv1","124","Client Hello"
"86","48.110494","108.160.166.138","192.168.10.26","TCP","56","443 > 51021 [ACK] Seq=1 Ack=71 Win=14848 Len=0"
"87","48.119769","108.160.166.138","192.168.10.26","TLSv1","1514","Server Hello"
"88","48.120041","108.160.166.138","192.168.10.26","TCP","1514","[TCP segment of a reassembled PDU]"
"89","48.120103","192.168.10.26","108.160.166.138","TCP","54","51021 > 443 [ACK] Seq=71 Ack=2921 Win=65700 Len=0"
"90","48.122138","108.160.166.138","192.168.10.26","TLSv1","1262","Certificate"
"91","48.136095","192.168.10.26","108.160.166.138","TLSv1","188","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"92","48.213180","108.160.166.138","192.168.10.26","TLSv1","113","Change Cipher Spec, Encrypted Handshake Message"
"93","48.220840","192.168.10.26","108.160.166.138","TLSv1","1024","Application Data, Application Data"
"94","48.341969","108.160.166.138","192.168.10.26","TLSv1","587","Application Data"
"95","48.545709","192.168.10.26","108.160.166.138","TCP","54","51021 > 443 [ACK] Seq=1175 Ack=4721 Win=65700 Len=0"
"96","48.614024","108.160.166.138","192.168.10.26","TLSv1","587","[TCP Retransmission] Application Data"
"97","48.614064","192.168.10.26","108.160.166.138","TCP","66","[TCP Dup ACK 95#1] 51021 > 443 [ACK] Seq=1175 Ack=4721 Win=65700 Len=0 SLE=4188 SRE=4721"
"98","49.935023","192.168.10.26","54.200.75.96","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"99","51.447370","192.168.10.26","54.200.75.96","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"100","51.540960","192.168.10.26","54.200.75.96","TCP","62","[TCP Retransmission] 51014 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"101","52.632859","192.168.10.26","54.200.75.96","TCP","62","[TCP Retransmission] 51018 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"102","52.960427","192.168.10.26","54.200.75.96","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"103","54.199156","IntelCor_c7:bb:3c","Broadcast","ARP","42","Who has 192.168.10.1?  Tell 192.168.10.26"
"104","54.202623","Fortinet_b3:c6:01","IntelCor_c7:bb:3c","ARP","42","192.168.10.1 is at 00:09:0f:b3:c6:01"
"105","54.491078","192.168.10.26","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"106","57.500400","192.168.10.26","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"107","60.510922","192.168.10.26","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"108","62.326135","192.168.10.16","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"109","62.735592","192.168.10.16","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"110","62.736256","192.168.10.16","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"111","62.736833","192.168.10.16","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"112","63.218881","192.168.10.26","198.153.192.60","DNS","82","Standard query 0xfa4a  A check.sanasecurity.com"
"113","63.267273","198.153.192.60","192.168.10.26","DNS","187","Standard query response 0xfa4a  CNAME secure-check.cloud.avg.com A 204.193.144.76"
"114","63.268655","192.168.10.26","204.193.144.76","TCP","66","51036 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"115","63.318608","204.193.144.76","192.168.10.26","TCP","66","80 > 51036 [SYN, ACK] Seq=0 Ack=1 Win=4140 Len=0 MSS=1380 WS=1 SACK_PERM=1"
"116","63.318739","192.168.10.26","204.193.144.76","TCP","54","51036 > 80 [ACK] Seq=1 Ack=1 Win=66240 Len=0"
"117","63.326688","192.168.10.26","204.193.144.76","TCP","171","[TCP segment of a reassembled PDU]"
"118","63.376624","204.193.144.76","192.168.10.26","TCP","56","80 > 51036 [ACK] Seq=1 Ack=118 Win=4257 Len=0"
"119","63.376699","192.168.10.26","204.193.144.76","HTTP","636","POST / HTTP/1.1  (application/x-www-form-urlencoded)"
"120","63.431643","204.193.144.76","192.168.10.26","TCP","56","80 > 51036 [ACK] Seq=1 Ack=700 Win=4839 Len=0"
"121","63.439977","204.193.144.76","192.168.10.26","TCP","56","[TCP Previous segment not captured] 80 > 51036 [FIN, ACK] Seq=859 Ack=700 Win=4839 Len=0"
"122","63.440009","192.168.10.26","204.193.144.76","TCP","54","[TCP Dup ACK 119#1] 51036 > 80 [ACK] Seq=700 Ack=1 Win=66240 Len=0"
"123","63.442734","204.193.144.76","192.168.10.26","HTTP/XML","912","[TCP Out-Of-Order] HTTP/1.1 200 OK "
"124","63.442785","192.168.10.26","204.193.144.76","TCP","54","51036 > 80 [ACK] Seq=700 Ack=860 Win=65380 Len=0"
"125","63.445905","192.168.10.26","204.193.144.76","TCP","54","51036 > 80 [FIN, ACK] Seq=700 Ack=860 Win=65380 Len=0"
"126","63.457035","192.168.10.26","204.193.144.76","TCP","66","51039 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"127","63.500059","204.193.144.76","192.168.10.26","TCP","56","80 > 51036 [ACK] Seq=860 Ack=701 Win=4839 Len=0"
"128","63.507993","204.193.144.76","192.168.10.26","TCP","66","80 > 51039 [SYN, ACK] Seq=0 Ack=1 Win=4140 Len=0 MSS=1380 WS=1 SACK_PERM=1"
"129","63.508160","192.168.10.26","204.193.144.76","TCP","54","51039 > 80 [ACK] Seq=1 Ack=1 Win=66240 Len=0"
"130","63.512361","192.168.10.26","204.193.144.76","TCP","171","[TCP segment of a reassembled PDU]"
"131","63.565105","204.193.144.76","192.168.10.26","TCP","56","80 > 51039 [ACK] Seq=1 Ack=118 Win=4257 Len=0"
"132","63.565180","192.168.10.26","204.193.144.76","HTTP","616","POST / HTTP/1.1  (application/x-www-form-urlencoded)"
"133","63.576465","192.168.10.26","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"134","63.621768","204.193.144.76","192.168.10.26","TCP","56","80 > 51039 [ACK] Seq=1 Ack=680 Win=4819 Len=0"
"135","63.627850","204.193.144.76","192.168.10.26","HTTP/XML","912","HTTP/1.1 200 OK "
"136","63.628174","204.193.144.76","192.168.10.26","TCP","56","80 > 51039 [FIN, ACK] Seq=859 Ack=680 Win=4819 Len=0"
"137","63.628255","192.168.10.26","204.193.144.76","TCP","54","51039 > 80 [ACK] Seq=680 Ack=860 Win=65380 Len=0"
"138","63.634257","192.168.10.26","204.193.144.76","TCP","54","51039 > 80 [FIN, ACK] Seq=680 Ack=860 Win=65380 Len=0"
"139","63.684134","204.193.144.76","192.168.10.26","TCP","56","80 > 51039 [ACK] Seq=860 Ack=681 Win=4819 Len=0"
"140","64.633209","192.168.10.26","198.153.192.60","DNS","78","Standard query 0x2cd2  A THESITH.aquent.com"
"141","64.683325","198.153.192.60","192.168.10.26","DNS","112","Standard query response 0x2cd2  A 54.200.75.96"
"142","64.689200","192.168.10.26","54.200.75.96","TCP","66","51040 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"143","65.770800","192.168.10.26","54.200.75.96","TCP","66","51041 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"144","65.774115","192.168.10.26","192.168.10.255","NBNS","92","Name query NB THESITH<20>"
"145","66.532135","192.168.10.26","192.168.10.255","NBNS","92","Name query NB THESITH<20>"
"146","66.579773","192.168.10.26","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"147","67.296590","192.168.10.26","192.168.10.255","NBNS","92","Name query NB THESITH<20>"
"148","67.702048","192.168.10.26","54.200.75.96","TCP","66","[TCP Retransmission] 51040 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"149","68.061744","192.168.10.26","198.153.192.60","DNS","78","Standard query 0x8618  A THESITH.aquent.com"
"150","68.110717","198.153.192.60","192.168.10.26","DNS","112","Standard query response 0x8618  A 54.200.75.96"
"151","68.111979","192.168.10.26","54.200.75.96","ICMP","74","Echo (ping) request  id=0x0001, seq=93/23808, ttl=32 (no response found!)"
"152","68.778400","192.168.10.26","54.200.75.96","TCP","66","[TCP Retransmission] 51041 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"153","69.589855","192.168.10.26","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"154","69.933577","192.168.10.26","54.200.75.96","ICMP","74","Echo (ping) request  id=0x0001, seq=94/24064, ttl=32 (no response found!)"
"155","70.416094","Apple_a4:f1:fa","Broadcast","ARP","56","Gratuitous ARP for 192.168.10.17 (Request)"
"156","70.416415","Apple_a4:f1:fa","Broadcast","ARP","56","Who has 169.254.255.255?  Tell 192.168.10.17"
"157","70.723201","Apple_a4:f1:fa","Broadcast","ARP","56","Who has 169.254.255.255?  Tell 192.168.10.17"
"158","71.439248","Apple_a4:f1:fa","Broadcast","ARP","56","Who has 169.254.255.255?  Tell 192.168.10.17"
"159","71.947211","192.168.10.26","54.200.75.96","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"160","73.458334","192.168.10.26","54.200.75.96","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"161","73.494044","192.168.10.26","192.168.10.255","NBNS","92","Name query NB HQ_NT<1c>"
"162","73.579958","Fortinet_b3:c6:01","IntelCor_c7:bb:3c","ARP","56","Who has 192.168.10.26?  Tell 192.168.10.1"
"163","73.580016","IntelCor_c7:bb:3c","Fortinet_b3:c6:01","ARP","42","192.168.10.26 is at a0:88:b4:c7:bb:3c"
"164","73.707781","192.168.10.26","54.200.75.96","TCP","62","[TCP Retransmission] 51040 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"165","74.253925","192.168.10.26","192.168.10.255","NBNS","92","Name query NB HQ_NT<1c>"
"166","74.784341","192.168.10.26","54.200.75.96","TCP","62","[TCP Retransmission] 51041 > 445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"167","74.872476","192.168.10.26","108.160.166.138","TLSv1","896","Application Data, Application Data"
"168","74.971358","192.168.10.26","54.200.75.96","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"169","74.993355","108.160.166.138","192.168.10.26","TCP","56","443 > 51021 [ACK] Seq=4721 Ack=2017 Win=19968 Len=0"
"170","75.018236","192.168.10.26","192.168.10.255","NBNS","92","Name query NB HQ_NT<1c>"
"171","75.156811","108.160.166.138","192.168.10.26","TCP","1514","[TCP segment of a reassembled PDU]"
"172","75.159429","108.160.166.138","192.168.10.26","TCP","1514","[TCP segment of a reassembled PDU]"
"173","75.159521","192.168.10.26","108.160.166.138","TCP","54","51021 > 443 [ACK] Seq=2017 Ack=7641 Win=65700 Len=0"
"174","75.234547","108.160.166.138","192.168.10.26","TLSv1","963","Application Data"
"175","75.347846","192.168.10.26","198.153.192.60","DNS","73","Standard query 0x8045  A d.dropbox.com"
"176","75.432767","198.153.192.60","192.168.10.26","DNS","243","Standard query response 0x8045  CNAME d.v.dropbox.com A 108.160.167.145"
"177","75.433287","192.168.10.26","108.160.167.145","TCP","66","51049 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"178","75.454910","192.168.10.26","108.160.166.138","TCP","54","51021 > 443 [ACK] Seq=2017 Ack=8550 Win=64788 Len=0"
"179","75.508290","108.160.167.145","192.168.10.26","TCP","66","443 > 51049 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=512"
"180","75.508397","192.168.10.26","108.160.167.145","TCP","54","51049 > 443 [ACK] Seq=1 Ack=1 Win=65700 Len=0"
"181","75.510211","108.160.166.138","192.168.10.26","TCP","963","[TCP Retransmission] 443 > 51021 [PSH, ACK] Seq=7641 Ack=2017 Win=19968 Len=909[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"182","75.510242","192.168.10.26","108.160.166.138","TCP","66","[TCP Dup ACK 178#1] 51021 > 443 [ACK] Seq=2017 Ack=8550 Win=64788 Len=0 SLE=7641 SRE=8550"
"183","75.518198","192.168.10.26","108.160.167.145","TLSv1","124","Client Hello"
"184","75.592569","108.160.167.145","192.168.10.26","TCP","56","443 > 51049 [ACK] Seq=1 Ack=71 Win=14848 Len=0"
"185","75.598582","108.160.167.145","192.168.10.26","TLSv1","1514","Server Hello"
"186","75.600776","108.160.167.145","192.168.10.26","TCP","1514","[TCP segment of a reassembled PDU]"
"187","75.600806","192.168.10.26","108.160.167.145","TCP","54","51049 > 443 [ACK] Seq=71 Ack=2921 Win=65700 Len=0"
"188","75.603587","108.160.167.145","192.168.10.26","TLSv1","1262","Certificate"
"189","75.607826","192.168.10.26","108.160.167.145","TLSv1","188","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"190","75.685363","108.160.167.145","192.168.10.26","TLSv1","113","Change Cipher Spec, Encrypted Handshake Message"
"191","75.691713","192.168.10.26","108.160.167.145","TLSv1","672","Application Data, Application Data"
"192","75.812535","108.160.167.145","192.168.10.26","TCP","56","443 > 51049 [ACK] Seq=4188 Ack=823 Win=17408 Len=0"
"193","75.825967","108.160.167.145","192.168.10.26","TLSv1","491","Application Data"
"194","76.032152","192.168.10.26","108.160.167.145","TCP","54","51049 > 443 [ACK] Seq=823 Ack=4625 Win=65700 Len=0"
"195","76.106567","108.160.167.145","192.168.10.26","TLSv1","491","[TCP Retransmission] Application Data"
"196","76.106646","192.168.10.26","108.160.167.145","TCP","66","[TCP Dup ACK 194#1] 51049 > 443 [ACK] Seq=823 Ack=4625 Win=65700 Len=0 SLE=4188 SRE=4625"
"197","76.939920","192.168.10.26","255.255.255.255","DB-LSP-DISC","155","Dropbox LAN sync Discovery Protocol"
"198","76.941412","192.168.10.26","108.160.166.138","TLSv1","432","Application Data, Application Data"
"199","76.942423","192.168.10.26","255.255.255.255","DB-LSP-DISC","155","Dropbox LAN sync Discovery Protocol"
"200","76.942554","192.168.10.26","192.168.10.255","DB-LSP-DISC","155","Dropbox LAN sync Discovery Protocol"
"201","76.942640","192.168.10.26","255.255.255.255","DB-LSP-DISC","155","Dropbox LAN sync Discovery Protocol"
"202","76.981693","192.168.10.26","108.160.167.148","TCP","54","50510 > 443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"203","76.982063","192.168.10.26","108.160.167.148","TCP","54","50513 > 443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"204","77.021168","108.160.166.138","192.168.10.26","TCP","56","443 > 51021 [ACK] Seq=8550 Ack=2395 Win=21504 Len=0"
"205","77.058700","108.160.166.138","192.168.10.26","TLSv1","1451","Application Data"
"206","77.218574","192.168.10.26","198.153.192.60","DNS","81","Standard query 0xbf5c  A client-lb.dropbox.com"
"207","77.264470","192.168.10.26","108.160.166.138","TCP","54","51021 > 443 [ACK] Seq=2395 Ack=9947 Win=65700 Len=0"
"208","77.267286","198.153.192.60","192.168.10.26","DNS","256","Standard query response 0xbf5c  CNAME client.v.dropbox.com A 108.160.166.138"
"209","77.267808","192.168.10.26","108.160.166.138","TCP","66","51051 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"210","77.268101","192.168.10.26","108.160.166.138","TCP","66","51052 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"211","77.341400","108.160.166.138","192.168.10.26","TCP","66","443 > 51051 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=512"
"212","77.341466","192.168.10.26","108.160.166.138","TCP","54","51051 > 443 [ACK] Seq=1 Ack=1 Win=65700 Len=0"
"213","77.345285","108.160.166.138","192.168.10.26","TCP","66","443 > 51052 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=512"
"214","77.345355","192.168.10.26","108.160.166.138","TCP","54","51052 > 443 [ACK] Seq=1 Ack=1 Win=65700 Len=0"
"215","77.360536","192.168.10.26","108.160.166.138","TLSv1","124","Client Hello"
"216","77.363081","192.168.10.26","108.160.166.138","TLSv1","124","Client Hello"
"217","77.438185","108.160.166.138","192.168.10.26","TCP","56","443 > 51052 [ACK] Seq=1 Ack=71 Win=14848 Len=0"
"218","77.438441","108.160.166.138","192.168.10.26","TCP","56","443 > 51051 [ACK] Seq=1 Ack=71 Win=14848 Len=0"
"219","77.445315","108.160.166.138","192.168.10.26","TLSv1","1514","Server Hello"
"220","77.447291","108.160.166.138","192.168.10.26","TCP","1514","[TCP segment of a reassembled PDU]"
